,Performance Score,Trend Consistency Score,Total Score
ALMAD (TRY),-8.99271640355991,92.50947648050004,83.51676007694013
KOZAA (TRY),9.837429526779488,63.823367013835025,73.66079654061451
IPEKE (TRY),6.809255022168461,59.996048686937485,66.80530370910594
KOZAL (TRY),19.456439255227693,30.57371837067349,50.03015762590118
SARKY (TRY),4.619923817690128,27.514088136094013,32.13401195378414
CVKMD (TRY),-10.179166328097875,23.26459015116866,13.085423823070787
