,Performance Score,Trend Consistency Score,Total Score
KOCMT (TRY),20.76470035542645,39.29775782336633,60.06245817879278
MEGMT (TRY),0.0,25.835294908259286,25.835294908259286
OZYSR (TRY),-2.9332098280215306,23.950894753667015,21.017684925645483
BMSTL (TRY),-9.406342957856971,26.317573664501516,16.911230706644545
