,0
varlik-yonetimi/BRKVY (TRY),0.3761951505080827
faktoring/LIDFA (TRY),0.1881956931770094
sigorta/TURSG (TRY),0.0
bankacilik/KLNMA (TRY),0.0
bankacilik/TSKB (TRY),0.0
emeklilik/ANHYT (TRY),0.0
emeklilik/AGESA (TRY),0.0
sigorta/ANSGR (TRY),0.0
sigorta/RAYSG (TRY),0.0
sigorta/AKGRT (TRY),0.0
bankacilik/SKBNK (TRY),0.0
bankacilik/YKBNK (TRY),0.0
bankacilik/VAKBN (TRY),0.0
bankacilik/ALBRK (TRY),0.0
bankacilik/AKBNK (TRY),0.0
destek-ve-hizmet/DOCO (TRY),0.0
ilac-ve-saglik/DEVA (TRY),-0.5571244364333872
kimya-ve-plastik/AYGAZ (TRY),-1.3975572936361402
toptan-ve-perakende-ticaret/MGROS (TRY),-2.411078054700269
tas-toprak-cimento/BUCIM (TRY),-2.4763144105575066
gayrimenkul/EGEGY (TRY),-4.38753798190163
girisim-sermayesi-yatirim-ortakligi/ISGSY (TRY),-4.45798181096756
gayrimenkul/ADESE (TRY),-4.505004117589525
gayrimenkul/SEGYO (TRY),-5.480135053628523
gida-ve-icecek/PETUN (TRY),-6.211353689665856
girisim-sermayesi-yatirim-ortakligi/BULGS (TRY),-6.34011917775501
holding/LRSHO (TRY),-10.495205394022406
toptan-ve-perakende-ticaret/SOKM (TRY),-10.705662394487305
gayrimenkul/ZRGYO (TRY),-11.396800546580216
imalat/FROTO (TRY),-11.539256165337328
turizm/GRSEL (TRY),-15.774299674395532
kagit-ve-kagit-urunleri/VKING (TRY),-18.954364853508373
kimya-ve-plastik/KORDS (TRY),-18.9899089112494
tekstil-giyim-ve-deri/DAGI (TRY),-19.042662031095773
tekstil-giyim-ve-deri/RODRG (TRY),-19.182699538341595
toptan-ve-perakende-ticaret/AVTUR (TRY),-19.351407439810643
kimya-ve-plastik/SANFM (TRY),-19.52115221800369
gida-ve-icecek/PNSUT (TRY),-20.250811036238687
tekstil-giyim-ve-deri/YUNSA (TRY),-22.380239421041868
insaat/TKFEN (TRY),-22.47700739910381
holding/ISBIR (TRY),-22.74249366596785
holding/AGHOL (TRY),-22.85284986186655
turizm/MERIT (TRY),-25.38420366750607
kimya-ve-plastik/DYOBY (TRY),-31.814272240711894
tekstil-giyim-ve-deri/ARTMS (TRY),-32.13357696111707
insaat/GLRMK (TRY),-33.45497218882136
insaat/YBTAS (TRY),-34.35872385610152
ilac-ve-saglik/RTALB (TRY),-36.418536102688535
tekstil-giyim-ve-deri/MAVI (TRY),-39.055660522893106
kagit-ve-kagit-urunleri/PRZMA (TRY),-39.75055932824492
tekstil-giyim-ve-deri/SUWEN (TRY),-39.76742717794374
insaat/TURGG (TRY),-41.04261309062879
ilac-ve-saglik/LKMNH (TRY),-42.566136024790914
turizm/PKENT (TRY),-43.0910224128118
turizm/GZNMI (TRY),-54.33155369567832
gayrimenkul/YGYO (TRY),-55.84144912757507
araci-kurum/SKYMD (TRY),-55.86896440590348
tekstil-giyim-ve-deri/DESA (TRY),-66.46104529693926
bilisim-ve-yazilim/PATEK (TRY),-67.40969988182154
tekstil-giyim-ve-deri/VAKKO (TRY),-67.94459388686023
gayrimenkul/OZGYO (TRY),-73.61145865980569
turizm/TUREX (TRY),-85.53692926123301
imalat/SILVR (TRY),-90.27781251407086
holding/KERVN (TRY),-93.96178554211167
tekstil-giyim-ve-deri/BRMEN (TRY),-98.95684312031426
enerji-uretim-ve-dagitim/LYDYE (TRY),-105.59655187448541
spor/BJKAS (TRY),-109.9511448873247
enerji-uretim-ve-dagitim/HUNER (TRY),-132.07792859311832
gayrimenkul/SRVGY (TRY),-133.18225588709043
turizm/METUR (TRY),-137.5436771397094
tekstil-giyim-ve-deri/HATEK (TRY),-174.47017079236622
imalat/CEMAS (TRY),-190.05545807141155
gida-ve-icecek/AGROT (TRY),-191.74810526758182
gayrimenkul/AGYO (TRY),-283.7589175742364
gayrimenkul/PEKGY (TRY),-853.4572132718029
gayrimenkul/FZLGY (TRY),-1047.9013392253962
mobilya-ve-dekorasyon/DGNMO (TRY),-2452.485878473906
