,Performance Score,Trend Consistency Score,Total Score
SMRVA (TRY),0.5247709220222108,0.5664993343213138,1.0912702563435246
GLCVY (TRY),0.15173456881846348,0.9384999582131376,1.0902345270316012
BRKVY (TRY),0.0,0.3761951505080827,0.3761951505080827
