,Brüt Kar/Hasılat,Yönetim/Kar,Pazarlama/Kar,Arge/Kar,Amortisman/Kar,Dönem Net/Brüt Kar,Dönem Net/Toplam Varlık,Finansal Borç/Özkaynak,Sermaye Harcaması/Dönem Net,Geçmiş Yıl Kar + Yedek Akçe,Hisse Başı Kazanç,Hisse Başı Sermaye Harcaması
FENER (TRY),-0.3396073778787219,0.07630194035856405,0.22171687411007374,-0.0,-0.6400977161428296,-0.2557896436931421,0.050001092141262984,-5.261414414030551,-0.6391066110788791,-5702441849.0,5.977250353606789,-3.820100217063667
BJKAS (TRY),-0.4971616562044574,0.06356440672064305,0.11842627613042792,-0.0,-0.41885226056277114,-0.015772757054518482,0.00421326573018456,-1.928123775759755,-2.094952594383276,-7185475914.0,0.031853863333333336,-0.06673233363129698
TSPOR (TRY),-0.9026869000718905,0.15730518887150574,0.047246154751573906,-0.0,0.20551337685077245,0.251554157076774,-0.04178172107529939,0.013634768624375614,7.785705837086291,-6381587061.0,-0.06365837106666666,-0.4956253511931517
GSRAY (TRY),-0.15082431600955531,0.2532312354667011,0.40016586495427736,-0.0,-1.201064237996742,-0.5292200605158416,0.04834176318309778,2.0087447447828843,0.3979042878825943,-9785339988.0,0.6577155759259259,0.2617078478680959
