,Brüt Kar/Hasılat,Yönetim/Kar,Pazarlama/Kar,Arge/Kar,Amortisman/Kar,Dönem Net/Brüt Kar,Dönem Net/Toplam Varlık,Finansal Borç/Özkaynak,Sermaye Harcaması/Dönem Net,Geçmiş Yıl Kar + Yedek Akçe,Hisse Başı Kazanç,Hisse Başı Sermaye Harcaması
KOTON (TRY),1.0767081705227557,-0.08609493705534803,-0.3281053667442299,-0.013871332772527311,0.09798981957901556,-0.014685902726578427,-0.020504464558853786,1.0447488471519342,2.0424038868403382,2223108492.0,-0.4781236798650033,-0.9765216621466883
