,Brüt Kar/Hasılat,Yönetim/Kar,Pazarlama/Kar,Arge/Kar,Amortisman/Kar,Dönem Net/Brüt Kar,Dönem Net/Toplam Varlık,Finansal Borç/Özkaynak,Sermaye Harcaması/Dönem Net,Geçmiş Yıl Kar + Yedek Akçe,Hisse Başı Kazanç,Hisse Başı Sermaye Harcaması
TMSN (TRY),0.40717626444057287,-0.07445425539681706,-0.3895003373869224,-0.02972439503283881,0.13482387371236967,-0.16042323704735728,-0.03662186242891245,0.5762480273121421,0.2791447368641777,5190847468.0,-3.9655237304347826,-1.1069550782608695
TTRAK (TRY),0.3858146072133763,-0.06053028221790959,-0.1109501219844208,-0.02037922521630354,0.0718480943925415,0.22217536507965097,0.159754609082078,0.5771091336876212,-0.6618293792707798,9487275785.0,57.36699767030798,-37.967164458768195
ASUZU (TRY),0.2566822406162987,-0.17807903569737182,-0.28132356049440144,-0.03835606585983914,0.1594375669418307,0.09139951057537801,0.020031794643081233,0.4808499817137111,-2.88252346018104,5650544503.0,1.7597070357142857,-5.072396813492063
