,Brüt Kar/Hasılat,Yönetim/Kar,Pazarlama/Kar,Arge/Kar,Amortisman/Kar,Dönem Net/Brüt Kar,Dönem Net/Toplam Varlık,Finansal Borç/Özkaynak,Sermaye Harcaması/Dönem Net,Geçmiş Yıl Kar + Yedek Akçe,Hisse Başı Kazanç,Hisse Başı Sermaye Harcaması
ATEKS (TRY),0.13588413608847513,-0.6537489231628715,-0.5557157327295519,-0.6080691801006086,0.12604874112431394,-0.4397769509347375,-0.02291422751024751,0.10598922198185079,-0.7744081627167448,1668036479.0,-4.535231428571429,3.512120238095238
LUKSK (TRY),0.4810083504975897,-0.30225341134746836,-0.209029340672688,0.0,0.13410881885963535,-0.31066794563264144,-0.042622770084946554,0.1268574140775803,0.020536534551927787,768515150.0,-2.41836775,-0.04966489285714286
BAYRK (TRY),0.03591192099245352,-4.395111924381722,-0.22794387814887662,0.0,5.199538474813069,-11.955342020528757,-0.20622629362307338,0.9995872089332947,0.3479160584784701,-40260005.0,-2.2992295596816974,-0.7999388859416445
DAGI (TRY),1.0952334548748817,-0.10403280870301722,-0.5505265570953771,0.0,0.28215103250905316,-0.04509840478567969,-0.036191813859072774,0.7182802717529019,0.35037647629587815,303078623.0,-0.7978618090839107,-0.27955200923787527
DIRIT (TRY),2.0,-26.370290736984447,0.0,0.0,8.199276538201488,-163.51001690331304,-0.3223891630637933,0.08927676571371637,-0.0,-38794699.0,-4.541433145539906,0.0
ARSAN (TRY),0.1902676057659628,-8.312451994846665,-0.7747334058739404,0.0,2.1100648104812705,32.84244224521899,0.09031272033586951,0.007327041286240904,0.765310159913751,3939343165.0,3.475524682835438,2.6598543508049777
BOSSA (TRY),0.40409828900067074,-0.059718720523152004,-0.19817848765775317,-0.0040077552737002795,0.08320209515707265,0.21391214390770055,0.04855213420882866,0.2779794767466875,-0.9794694753358781,4512835516.0,0.41660361384615385,-0.4080505230769231
BLCYT (TRY),0.208306132272032,-0.6291656889917078,-0.056332083950244104,0.0,0.49096281817331977,0.2777695734022675,0.007662732620274272,0.00012947394362918872,-1.002474741083993,1861032909.0,0.3919804,-0.39295045
DESA (TRY),1.1472837756623546,-0.04182100916348042,-0.29555790810547755,-0.004340005472630382,0.09618351550058002,0.09585354839019632,0.0814808794351529,0.10787036308621041,-0.1255909619897232,547583082.0,1.3376572530612245,-0.1679976612244898
ENSRI (TRY),0.20209629845026383,-0.6179002470400481,-0.1868032441687883,0.0,0.34435123640474113,1.7518637545690836,0.10239422559917559,0.2502816012943996,0.017875071195861465,419382514.0,1.6225378424657535,0.029002979452054795
MNDRS (TRY),0.047649593607697785,-0.7910980766384453,-0.5132082365418735,-0.1252894220898175,2.006801809845395,0.03272130338222633,0.0007045269797423963,0.28965640359292577,-19.55137197856503,3389541037.0,0.04386584803482081,-0.8576375120839874
HATEK (TRY),0.0016671358272321247,-129.93963505711105,-41.72776384129425,0.0,50.274438895022286,-138.23166941285032,-0.06282025737359312,0.6310861041238394,1.9705027802389847,952672359.0,-2.9056340793650794,-5.725560031746031
SUNTK (TRY),0.41559364789776493,-0.10039492700366605,-0.11806972079985961,-0.022533373434082567,0.06897742941320989,0.1755908429271062,0.09620870063097237,0.2692671445231873,-0.7017183151665047,1785325845.0,1.8831506932153392,-1.3214413316477034
SONME (TRY),2.0,-0.11843257023461111,0.0,0.0,0.016222168102510065,2.2311885432666076,0.05173338260804665,0.0,-0.5239410114922615,2920415677.0,2.7967444864864865,-1.4653291351351352
RODRG (TRY),1.3902080737166025,-0.028123658276963996,-0.4237117347596518,0.0,0.10642402322936653,-0.0011003576881808946,-0.0010981408970970191,0.1280107397620652,1.0860053655720447,-117484263.0,-0.00519530698659139,-0.005642131263232181
BRKO (TRY),1.505753829135809,-0.039858012799092665,-0.013931634288783,0.0,0.00020131639027237707,0.22812835879375248,0.016454441743463784,0.00994474018800158,0.0,-1973902399.0,0.19188839285714285,0.0
ROYAL (TRY),0.5020558647412147,-0.2653773814542003,-0.2154426083625136,-0.020509671251721817,0.03717726618608543,0.5605565320994875,0.08588129836116068,1.1328016400430065,-0.005185404044270542,-641130191.0,3.2877573,-0.01704835
