,Brüt Kar/Hasılat,Yönetim/Kar,Pazarlama/Kar,Arge/Kar,Amortisman/Kar,Dönem Net/Brüt Kar,Dönem Net/Toplam Varlık,Finansal Borç/Özkaynak,Sermaye Harcaması/Dönem Net,Geçmiş Yıl Kar + Yedek Akçe,Hisse Başı Kazanç,Hisse Başı Sermaye Harcaması
BEYAZ (TRY),0.045591508233858526,-0.16850008216767548,-0.17685912663013909,0.0,0.06003598020452762,-0.054788996104436716,-0.014882107705887004,0.05510826533433751,7.096726688404278,366443547.0,-0.3797194833855799,-2.6947653918495296
PLTUR (TRY),0.48115171046850497,-0.036969134234505055,0.0,0.0,0.006150275756989275,0.2928622059253198,0.063754297878035,0.12450598360859069,-0.19668749615517855,3767765418.0,2.3602711787538304,-0.46423582839632277
BORLS (TRY),0.4103203447275112,-0.1393764250377112,-0.12430461795801859,0.0,0.6258965770211324,-0.5608599665641171,-0.17649995603037988,1.994771092962287,0.1971042220418446,2205332854.0,-9.329816324836989,-1.8389461885002965
LIDER (TRY),0.20877342940244084,-0.21515751112385906,-0.020556179147356694,0.0,0.9148393636893768,1.6057843957054105,0.0926984911009807,0.23129422039963105,1.0893310083620305,3458130957.0,4.595982436363636,5.006546181818182
ESCAR (TRY),0.2776378745540929,-0.2650978938073449,-0.022307948488332587,0.0,0.38519478413852504,0.41907371910967606,0.03413929843209489,0.42104640118973563,-1.4172744748873847,4757356497.0,0.67639729,-0.958640614
